Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles
87-10 51st Ave Apt 6E,"Elmhurst, NY 11373","87-10 51st Ave Apt 6E Elmhurst, NY 11373 ",40.7394899,-73.8740899,11,2.392352031639131,2,2.3892951929760615,33,0.22664401021428607,16,0.9425930318014519,1019,0.15932855053133843,47,0.35121589093380373,1,2.818973155423026,0,inf,1333,0.018495067721286493,38,0.22664401021428607,1,3.0531542363398776,2,2.8619368183331027,2,1.8780214601315106,137,0.1717360559682005
54 Waterside St,"Staten Island, NY 10306","54 Waterside St Staten Island, NY 10306 ",40.5639346,-74.0987838,2,1.3806564361252003,0,inf,6,1.1699371605254594,0,inf,89,0.5689437563529395,9,0.5441505644660477,0,inf,0,inf,262,0.23131583328264635,6,1.1699371605254594,0,inf,0,inf,1,1.2983080427563043,12,0.6872655397035166
205 E 63rd St Apt 14D,"New York, NY 10065","205 E 63rd St Apt 14D New York, NY 10065 ",40.7641171,-73.9645106,15,0.7611409855047457,3,1.0055424646316375,114,0.09118887883379691,39,0.3671579010833504,2944,0.0210294270866065,175,0.11882110874742138,12,0.21007300456358485,21,0.5054878669227272,1598,0.11239436887464596,119,0.09118887883379691,1,2.0464956753969776,30,0.13081740947624704,23,0.236343160186178,212,0.022963979380109193
70 Topside Ln,"Staten Island, NY 10309","70 Topside Ln Staten Island, NY 10309 ",40.5310788,-74.240033,8,1.3422171745528628,0,inf,6,0.9775008277023677,0,inf,70,0.077773669572273,18,1.558454300463447,0,inf,0,inf,192,0.06981054950158314,8,0.9775008277023677,0,inf,1,1.414659815270273,0,inf,8,0.3050199503445562
310 E 46th St Apt 23U,"Manhattan, NY 10017","310 E 46th St Apt 23U Manhattan, NY 10017 ",40.7520036,-73.9698216,18,0.7406272836549241,3,0.906278808512457,127,0.330321986639654,43,0.751171578151501,3435,0.03342641715901039,181,0.20012478508701415,13,0.6184671122455346,21,0.7514963318604397,1610,0.04782763479825386,133,0.330321986639654,1,1.173883635031117,42,0.4181240796186374,24,0.22233976946319053,229,0.08601997221827815
485 Central Park W Apt 2G,"New York, NY 10025","485 Central Park W Apt 2G New York, NY 10025 ",40.7998943,-73.9591725,24,0.7599546452304787,1,2.5023233912340768,76,0.07143246423962653,6,0.8442654516610161,1298,0.13645546954592713,216,0.23494135853233808,7,0.7101450998280285,4,1.3092942327250499,1175,0.029509663019572557,79,0.07143246423962653,0,inf,21,0.5711884222327122,22,0.5193723230177438,135,0.06146910917386646
24 Pennyfield Ave Apt 1C,"Bronx, NY 10465","24 Pennyfield Ave Apt 1C Bronx, NY 10465 ",40.8099528,-73.8021782,10,0.6147605224923619,0,inf,5,2.946637968467101,0,inf,54,1.2402478571338178,30,1.2388067788802974,0,inf,0,inf,366,0.059788410828492095,5,2.946637968467101,1,2.5871814352602738,1,0.6704573953976563,5,0.6263970114237417,8,2.4311100174621827
69 Marine St,"Bronx, NY 10464","69 Marine St Bronx, NY 10464 ",40.8404512,-73.7858422,9,1.0569057520927179,0,inf,4,2.3584868831634203,0,inf,27,0.3991530481310734,13,0.984577622346066,0,inf,0,inf,162,0.09581993523465646,4,2.3584868831634203,1,1.6347036551051002,2,2.39783603549952,2,2.4161012550702075,6,0.6141356741598882
1205 Beverley Rd,"Brooklyn, NY 11218","1205 Beverley Rd Brooklyn, NY 11218 ",40.6442661,-73.9674556,6,0.8239205560576978,0,inf,80,0.1566073155184109,5,1.6298427596537406,693,0.1655430879342485,158,0.3821401336674506,2,2.592355401284941,0,inf,1625,0.13687099680453158,82,0.1566073155184109,0,inf,6,0.6336002471695599,5,0.9866563411632256,119,0.2918314176789812
2546 Bailey Ave Unit 2FAM,"Bronx, NY 10463","2546 Bailey Ave Unit 2FAM Bronx, NY 10463 ",40.8678944,-73.9078533,39,0.33983257264251254,1,0.887511818453893,57,0.4011955558611971,5,0.8031930957421837,186,0.38015400960025575,136,0.3570393833976663,0,inf,0,inf,824,0.21522037462991744,68,0.4011955558611971,0,inf,5,0.7882548505959388,6,1.5438849887890187,53,0.5432340238328641
2279 Third Ave Apt 3C,"New York, NY 10035","2279 Third Ave Apt 3C New York, NY 10035 ",40.8084946,-73.9312178,32,0.43022716955274,0,inf,74,0.3022451721326697,8,0.900797955826696,924,0.1102149283199961,215,0.12270324064762965,4,0.9555728217861895,1,1.191747451426367,1222,0.09605276708200008,77,0.3022451721326697,0,inf,17,0.6304982792593706,9,1.1931167649024697,120,0.38345134051292745
212 Wakeman Pl,"Brooklyn, NY 11220","212 Wakeman Pl Brooklyn, NY 11220 ",40.6388441,-74.0262709,2,1.6758168075381283,0,inf,41,0.3181954702221734,1,2.898789245081828,473,0.1874948993473597,53,0.42989113048246336,1,2.7010646165539502,0,inf,864,0.08462058798317641,41,0.3181954702221734,0,inf,2,2.410352622044851,3,0.8210956003296832,76,0.4830700498257484
743 Hendrix St,"Brooklyn, NY 11207","743 Hendrix St Brooklyn, NY 11207 ",40.6632977,-73.886391,26,0.35301799979258863,1,1.6605378799999269,56,0.21251021753315827,5,2.2927598714181694,267,0.7995749028088016,75,0.2912166808249728,0,inf,0,inf,1312,0.07348906248978557,58,0.21251021753315827,0,inf,0,inf,3,0.1299962904660165,53,0.8041527661881943
476 St George Rd,"Staten Island, NY 10306","476 St George Rd Staten Island, NY 10306 ",40.5740202,-74.1434018,5,1.2337311568506746,0,inf,8,1.084770557726128,0,inf,152,0.8213427050829316,13,0.22775017368313744,0,inf,0,inf,372,0.13786569063939405,8,1.084770557726128,0,inf,1,2.929738441354801,1,1.2459199698612407,17,0.8113469507139687
50 W 112th St Apt 4I,"New York, NY 10026","50 W 112th St Apt 4I New York, NY 10026 ",40.7986735,-73.9499869,26,0.7994192764508954,1,2.7074633793797003,79,0.1317319197062771,11,0.36174145451724105,1366,0.1237322817467778,223,0.011846540919930601,7,0.9518908034741473,4,1.3116806180342917,1255,0.09267897319898125,82,0.1317319197062771,0,inf,21,0.16447251185655018,23,0.936642251473962,144,0.11403103430855692
339B Harold St,"Staten Island, NY 10314","339B Harold St Staten Island, NY 10314 ",40.6014063,-74.1328172,4,1.8995487994979603,0,inf,4,1.9661717824588087,1,1.7385765218519322,163,0.7596568111276143,18,0.24590863617620323,0,inf,1,2.5905325861189277,522,0.07601449420202883,4,1.9661717824588087,0,inf,4,1.0230139628814874,1,2.0198141949558566,24,0.7576401276549112
269 W 87th St Apt 3C,"Manhattan, NY 10024","269 W 87th St Apt 3C Manhattan, NY 10024 ",40.7895034,-73.9769713,12,0.4230921327647123,2,1.4880922757968431,76,0.08399474780403708,9,1.4726524245182515,1739,0.05870139464326973,169,0.04249250918525516,8,1.366477062490749,9,1.1276842646594023,1291,0.06708609696548205,82,0.08399474780403708,0,inf,19,0.5602526716502462,22,0.6619431176071835,137,0.07699209427323889
125 Benedict Rd,"Staten Island, NY 10304","125 Benedict Rd Staten Island, NY 10304 ",40.5961412,-74.1072404,1,1.5660103111595296,0,inf,6,0.8895302019418115,1,2.4183791894180713,176,0.6353356677797463,16,0.7999473876587362,0,inf,1,1.937743990159717,554,0.40166267480613166,6,0.8895302019418115,0,inf,4,2.031932940391192,1,1.6699313606646309,23,1.0620534682629588
70 Kell Ave,"Staten Island, NY 10314","70 Kell Ave Staten Island, NY 10314 ",40.6115585,-74.1353966,4,2.0424790265357937,0,inf,3,2.56201829389762,1,1.0684119301524393,155,0.619721055530907,20,0.5272286408070239,0,inf,1,2.4252888527362604,526,0.14036222735573436,4,2.56201829389762,0,inf,8,0.3116901964184389,1,2.7268589583857574,21,0.4526420698747252
87-10 51st Ave Apt 6E,"Elmhurst, NY 11373","87-10 51st Ave Apt 6E Elmhurst, NY 11373 ",40.7394899,-73.8740899,11,2.392352031639131,2,2.3892951929760615,33,0.22664401021428607,16,0.9425930318014519,1019,0.15932855053133843,47,0.35121589093380373,1,2.818973155423026,0,inf,1333,0.018495067721286493,38,0.22664401021428607,1,3.0531542363398776,2,2.8619368183331027,2,1.8780214601315106,137,0.1717360559682005
54 Waterside St,"Staten Island, NY 10306","54 Waterside St Staten Island, NY 10306 ",40.5639346,-74.0987838,2,1.3806564361252003,0,inf,6,1.1699371605254594,0,inf,89,0.5689437563529395,9,0.5441505644660477,0,inf,0,inf,262,0.23131583328264635,6,1.1699371605254594,0,inf,0,inf,1,1.2983080427563043,12,0.6872655397035166
205 E 63rd St Apt 14D,"New York, NY 10065","205 E 63rd St Apt 14D New York, NY 10065 ",40.7641171,-73.9645106,15,0.7611409855047457,3,1.0055424646316375,114,0.09118887883379691,39,0.3671579010833504,2944,0.0210294270866065,175,0.11882110874742138,12,0.21007300456358485,21,0.5054878669227272,1598,0.11239436887464596,119,0.09118887883379691,1,2.0464956753969776,30,0.13081740947624704,23,0.236343160186178,212,0.022963979380109193
164-50 87th St,"Howard Beach, NY 11414","164-50 87th St Howard Beach, NY 11414 ",40.6485006,-73.8433139,11,1.9708525029930437,1,1.7293123690475112,22,1.0712092874214976,4,2.857483041342015,73,0.29598413559314385,22,0.9298386840403953,0,inf,0,inf,621,0.3123339337494918,27,1.0712092874214976,0,inf,0,inf,2,2.2577909919365933,14,1.3194384160282489
65-06 Grand Central Pkwy Unit 1C,"Forest Hills, NY 11375","65-06 Grand Central Pkwy Unit 1C Forest Hills, NY 11375 ",40.732687,-73.844548,12,0.797887379187194,2,1.7731361271606825,32,0.6113197095371457,6,1.5874156824239025,746,0.2699658367752036,43,0.9346567421191218,1,1.414806909165824,0,inf,1457,0.23499961441990025,40,0.6113197095371457,0,inf,1,1.473606522863062,4,1.816048331706962,124,0.28945391402385356
6406 60th Rd,"Maspeth, NY 11378","6406 60th Rd Maspeth, NY 11378 ",40.7175639,-73.8989061,13,2.1258705101602904,0,inf,76,0.643945733832605,30,0.4451389427933047,1147,0.16850440808612155,91,0.5427579210826127,1,2.543135115944673,0,inf,1599,0.11670258681706501,80,0.643945733832605,0,inf,4,1.1997708185524214,3,1.002758099661129,147,0.41897152122238407
3840 Greystone Ave Apt 3A,"Bronx, NY 10463","3840 Greystone Ave Apt 3A Bronx, NY 10463 ",40.8883333,-73.9047352,33,0.11247436184511654,1,0.9368741086633422,38,0.31402424771542864,1,2.0536344807840847,138,0.08371673006909651,105,0.12340604981673303,0,inf,0,inf,544,0.1965936641221413,50,0.31402424771542864,0,inf,2,1.7302694129746148,4,0.24122434084943573,43,0.3126905505801781
1629 Taylor Ave,"Bronx, NY 10460","1629 Taylor Ave Bronx, NY 10460 ",40.8413003,-73.8681705,46,0.5272293059941697,0,inf,53,0.2832936414860447,5,0.42962773530615506,151,0.26776023859838205,169,0.21959248165517123,1,3.0551367060045194,0,inf,1073,0.10692430340661194,60,0.2832936414860447,1,2.741816783029429,2,2.8034832791106075,4,0.7546167314530835,51,0.3124388944166319
549 1st St Unit 1,"Brooklyn, NY 11215","549 1st St Unit 1 Brooklyn, NY 11215 ",40.6701939,-73.9738939,17,1.0068708329803542,0,inf,88,0.3641529819778307,15,0.999672310135213,1004,0.2135179033774119,179,0.24304305094413417,3,1.6040900301503573,0,inf,1548,0.2204591534470183,90,0.3641529819778307,0,inf,12,0.6636237739402244,7,0.6248999645756241,143,0.33161643978458794
2501 Palisade Ave Apt D2,"Bronx, NY 10463","2501 Palisade Ave Apt D2 Bronx, NY 10463 ",40.8799728,-73.9221419,31,0.25493281873663926,1,0.2742646605783691,38,0.7381952368524484,2,1.3144738390009607,155,0.531991641947248,98,0.49684167392356177,0,inf,0,inf,525,0.2786614601265356,48,0.07620500372375834,0,inf,4,0.8696776094035804,6,1.3156803376828594,42,0.7669242957962679
750 Barclay Ave,"Staten Island, NY 10312","750 Barclay Ave Staten Island, NY 10312 ",40.525422,-74.166603,1,2.6407810025471408,0,inf,7,1.20052713042942,0,inf,83,0.3359426718896602,2,2.3421224937343754,0,inf,0,inf,175,0.10771336406252666,7,1.20052713042942,0,inf,1,2.837764203377804,0,inf,7,1.3744267458942863
149 11th St Unit TH1,"Brooklyn, NY 11215","149 11th St Unit TH1 Brooklyn, NY 11215 ",40.6707133,-73.992633,11,1.5748894533133007,0,inf,94,0.15300601792063426,4,1.1263028061836724,1086,0.06080110932944126,152,0.4383567327344552,3,1.4730578247608763,0,inf,1264,0.06108110070141068,96,0.15300601792063426,0,inf,17,0.8870492169093898,9,0.36029344346649517,145,0.34229211360831807
1777 Madison Ave Apt 24,"New York, NY 10035","1777 Madison Ave Apt 24 New York, NY 10035 ",40.8003865,-73.9443376,28,0.6237184380025396,1,2.991094752998522,75,0.1908792648790385,10,0.11125712025962572,1231,0.09547890106217652,227,0.1450787420935327,6,1.064098522567254,4,1.2357778371543258,1275,0.0212387566329855,78,0.1908792648790385,0,inf,21,0.38277884911456284,20,1.1495131727682595,146,0.16847190512618845
1847 Haight Ave,"Bronx, NY 10461","1847 Haight Ave Bronx, NY 10461 ",40.8509727,-73.8544109,36,0.45929926892371387,0,inf,46,0.39387960366822283,3,0.7220606810872592,150,0.12312837214161683,134,0.12236965746801333,0,inf,0,inf,998,0.10673229325716477,50,0.39387960366822283,1,2.0325374668704312,1,2.930844958156,4,0.23917552945103251,50,0.2006856622020777
89-23 Lefferts Blvd,"Richmond Hill, NY 11418","89-23 Lefferts Blvd Richmond Hill, NY 11418 ",40.6967601,-73.8290033,22,0.48527048472582895,1,2.272781267438888,33,0.26237781388107567,6,0.49231530192583095,409,0.19807310072950476,39,0.28540337710549774,1,1.253892189028922,0,inf,1409,0.0415797135362037,40,0.26237781388107567,0,inf,1,2.806443271397888,4,2.1550675300311517,77,0.16741725276882238
105 Reade St,"Manhattan, NY 10013","105 Reade St Manhattan, NY 10013 ",40.7156407,-74.0084601,18,0.47379339523967556,2,1.8319672749985036,121,0.042218464346152354,33,0.8681109372740541,2702,0.021177712386370368,160,0.3560715041141075,11,0.16002562550141097,20,1.1137520430533439,1250,0.0326293385749357,135,0.042218464346152354,1,2.3016217470129754,43,0.22084625464347976,16,0.15093362896478496,172,0.17209136991759172
5517 Fieldston Rd,"Bronx, NY 10471","5517 Fieldston Rd Bronx, NY 10471 ",40.9045537,-73.9005738,29,0.2472825518448445,1,1.9911469220741136,24,1.0469973190005666,0,inf,71,0.1601332558403013,79,0.2643638870329397,0,inf,0,inf,352,0.21131630053698325,36,0.6862990762111296,0,inf,1,2.8186007046321455,3,0.3392295279642192,29,0.05401944741957117
1310 Kearney Ave,"Bronx, NY 10465","1310 Kearney Ave Bronx, NY 10465 ",40.8390856,-73.8244408,18,0.20970906433909994,0,inf,19,0.6853323498098628,2,2.325355167979048,95,0.2283453908563561,60,0.4531694852962244,0,inf,0,inf,522,0.14603101811774818,19,0.6853323498098628,1,0.6384992998982076,2,2.4617665011246213,5,1.0100050893237202,24,0.5993984309676142
43-17 53 St,"Woodside, NY 11377","43-17 53 St Woodside, NY 11377 ",40.7432798,-73.9115967,4,2.481192754028728,0,inf,57,0.07789193623343363,27,0.0845590952659625,1487,0.0754888480585342,83,0.7099822762685621,1,2.1189842595133337,1,2.7131819256770178,1506,0.07948285640253112,60,0.07789193623343363,0,inf,5,1.1037722685324924,5,1.1751886839483843,172,0.2165452413907625
2767 Creston Ave,"Bronx, NY 10468","2767 Creston Ave Bronx, NY 10468 ",40.8698859,-73.8931185,43,0.551630503458836,1,1.3987263202836202,56,0.20169703348802856,5,1.545468340450521,209,0.2982862685336795,135,0.17677447831416687,0,inf,0,inf,935,0.12377708052156257,66,0.20169703348802856,0,inf,3,1.5688426889521643,7,1.4092700607152504,65,0.2570823499265187
1150 Schenectady Ave,"Brooklyn, NY 11203","1150 Schenectady Ave Brooklyn, NY 11203 ",40.6448529,-73.9328476,23,0.8827993695178024,0,inf,64,0.8456066030430691,4,0.5380832133491099,338,0.40022831155631333,121,0.5835762018465823,2,2.5149557495417647,0,inf,1666,0.2028071186875735,66,0.8456066030430691,0,inf,4,1.3338287179600647,4,1.7342386065590296,79,0.541165469988594
416 W 52nd St Unit TH213,"New York, NY 10019","416 W 52nd St Unit TH213 New York, NY 10019 ",40.7648013,-73.9891282,16,0.15107409109180622,3,0.41345600059587173,106,0.23475233634703374,31,0.11674110993030082,2808,0.041656188294586026,162,0.22249314375632193,12,0.28150614961667414,21,0.479500574801123,1480,0.08611113457633437,116,0.23475233634703374,1,2.215939473077486,36,0.7031237741390416,24,0.48463022096171343,182,0.2380363703328669
19 Milford St,"Brooklyn, NY 11208","19 Milford St Brooklyn, NY 11208 ",40.6792011,-73.8780251,26,0.4546271587164143,1,1.245318954844516,63,0.18116047939854787,13,1.6405421584131985,449,0.1735864812514432,81,0.15235688100312458,0,inf,0,inf,1518,0.03518258075824968,66,0.18116047939854787,0,inf,1,3.106528800013891,4,1.0544074203793508,70,0.1850819651196523
64 Garretson Ave,"Staten Island, NY 10304","64 Garretson Ave Staten Island, NY 10304 ",40.5905987,-74.0988991,1,1.5170639489364182,0,inf,7,0.5369469333382608,1,2.9746734100353125,130,0.35670559636846527,15,0.5841373640699564,0,inf,1,2.1638358070482013,456,0.10869769700949114,7,0.5369469333382608,0,inf,3,2.6137996832925143,1,1.5904121332390388,19,0.5464948284983815
1660 Nostrand Ave,"Brooklyn, NY 11226","1660 Nostrand Ave Brooklyn, NY 11226 ",40.6456446,-73.9492868,22,0.6045184906615511,0,inf,77,0.040311174156493615,5,0.7226470270141065,576,0.152128642219227,143,0.20813872165517625,2,2.3822517674533983,0,inf,1710,0.17283500542248864,79,0.040311174156493615,0,inf,5,0.5050480920034262,3,1.694310553836398,107,0.4991705674709503
218 Classon Ave Unit DPLX-A,"Brooklyn, NY 11205","218 Classon Ave Unit DPLX-A Brooklyn, NY 11205 ",40.6930538,-73.9610921,24,0.5535850381483617,0,inf,130,0.29343592827079,34,0.7150859852704818,2087,0.06432390690050928,206,0.14238038553138427,6,1.1363714849398827,4,3.054816372629777,1786,0.02792705210718745,132,0.29343592827079,1,2.97039441175838,29,0.8793074850770579,11,1.1110492865660604,193,0.12067758287099783
277 Graff Ave,"Bronx, NY 10465","277 Graff Ave Bronx, NY 10465 ",40.8158574,-73.8241527,14,0.7816377074376073,0,inf,10,1.865415621553079,1,3.057269362617668,90,0.813559827438833,49,0.5927807127941914,0,inf,0,inf,496,0.13194662627144155,10,1.865415621553079,1,2.1146373086125725,1,1.8857714945167485,6,1.8439705198963146,21,1.684389034158096
1910 Pelham Pkwy S Apt 5C,"Bronx, NY 10461","1910 Pelham Pkwy S Apt 5C Bronx, NY 10461 ",40.85549,-73.8294879,27,0.5595206230901683,0,inf,25,0.2186488468990102,1,2.0620607859191664,122,0.2513839547200624,79,0.6644376850444488,0,inf,0,inf,661,0.06256018902983831,27,0.2186488468990102,1,0.9604733044927005,1,1.6806132348230163,4,1.3058338417313307,34,0.3417960707462189
100 Remsen St Apt 5A,"Brooklyn, NY 11201","100 Remsen St Apt 5A Brooklyn, NY 11201 ",40.6939679,-73.9945861,22,0.9808450924336873,0,inf,120,0.14781577129161885,25,1.3329168622994125,2222,0.04968602417654777,170,0.2911247283411071,9,0.4747506817722201,13,2.3937291453922978,1258,0.2244572924695105,127,0.14781577129161885,1,3.0614868602703837,31,0.33941275404881605,13,0.21342448623250057,173,0.11456410490209802
3005 Edson Ave,"Bronx, NY 10469","3005 Edson Ave Bronx, NY 10469 ",40.872083,-73.835294,28,0.8993995683587175,0,inf,29,0.5267404353545838,1,2.389266100507318,121,0.41367602730782227,78,0.7163433212677056,1,2.668174310036933,0,inf,626,0.1891423542753121,37,0.5267404353545838,1,2.0650812962301894,1,1.5534182986846963,3,2.0067011036883566,40,0.4845439017207559
27010 Grand Central Pkwy Apt 28S,"Floral Park, NY 11005","27010 Grand Central Pkwy Apt 28S Floral Park, NY 11005 ",40.7566899,-73.72075,11,1.0083824227003937,0,inf,0,inf,1,1.4669609355245223,152,0.6221399675628604,18,0.6655231678137712,0,inf,0,inf,475,0.09592675029987648,11,1.6350833758112755,0,inf,0,inf,3,1.3486489560323145,21,0.8350001483606757
1040 Van Duzer St,"New York, NY 10304","1040 Van Duzer St New York, NY 10304 ",40.613832,-74.087628,0,inf,0,inf,7,0.9998358412343744,1,2.4021519275811465,164,0.062463283916526786,15,0.4773771865248458,1,2.10596244260608,1,0.552887496718161,583,0.02976420849299387,7,0.9998358412343744,0,inf,8,1.016781698875957,0,inf,19,0.6320934179077855
234 E 23rd St Apt 18B,"Manhattan, NY 10010","234 E 23rd St Apt 18B Manhattan, NY 10010 ",40.7379759,-73.9818457,22,0.38129912283643824,3,0.6673053444613479,144,0.2824826991729255,40,0.5211209249584541,3280,0.03521225837265258,194,0.17091059508931492,14,0.3811202807919002,23,0.4329086474726191,1532,0.029782947599577742,155,0.2824826991729255,1,0.5082874554737696,50,0.2736829979705925,29,0.2015477236102528,211,0.09278036757539695
1917 Monterey Ave,"Bronx, NY 10457","1917 Monterey Ave Bronx, NY 10457 ",40.8470177,-73.8953176,57,0.07682576423014603,1,2.463641921647506,82,0.5695605612038831,6,1.3559141966852195,262,0.5270966189944722,209,0.234253201466089,2,2.4284239366898572,0,inf,1136,0.033551973271660394,92,0.23268072446313784,0,inf,9,1.695226555337581,10,1.6428997025438126,72,0.5909952931729068
100 Park Ter W Apt 5F,"Manhattan, NY 10034","100 Park Ter W Apt 5F Manhattan, NY 10034 ",40.8717961,-73.916064,34,0.10151715901403995,1,0.4741602866893504,50,0.1603943904282148,3,0.7769066469764008,171,0.14153940287622252,115,0.29823240287121117,1,3.0858851588381384,0,inf,678,0.14270051301929937,59,0.1603943904282148,0,inf,5,0.4695349457557388,5,1.473654636557831,49,0.42162409536927214
77 Wirt Ave,"Staten Island, NY 10309","77 Wirt Ave Staten Island, NY 10309 ",40.5481185,-74.2165633,4,2.002889724193562,0,inf,8,1.6405135172484693,0,inf,100,0.2542832033289497,14,1.524263336996948,0,inf,0,inf,179,0.20631779090334973,8,1.6405135172484693,0,inf,1,0.49270026525166405,0,inf,10,0.3186283891845149
9-06 27th Ave,"Astoria, NY 11102","9-06 27th Ave Astoria, NY 11102 ",40.7736441,-73.9309039,17,1.0938632216452049,1,2.747911795474216,90,0.6847961417378889,19,1.054067486556202,1890,0.09567983873665366,177,0.43483935629571135,7,1.7974408044658219,3,1.4009957127861192,1567,0.052817894277026024,95,0.6847961417378889,0,inf,17,1.0743155767089563,18,0.9406947049796963,185,0.28127218127001963
153 Joralemon St Apt 3R,"Brooklyn, NY 11201","153 Joralemon St Apt 3R Brooklyn, NY 11201 ",40.693067,-73.993337,22,1.0669462140512058,0,inf,120,0.10859819601933847,27,1.3307600636291212,2191,0.06931306512957384,168,0.20504869360312258,9,0.39263221529707293,11,2.4582927661794467,1265,0.145187671646625,127,0.10859819601933847,1,3.095943754409883,31,0.24905686024351686,13,0.21639933729727193,172,0.026504567117874675
153-10 89th Ave,"Jamaica, NY 11432","153-10 89th Ave Jamaica, NY 11432 ",40.705144,-73.8030045,22,0.6822522794061753,0,inf,24,0.16783648145296987,7,0.6467087858241437,396,0.06964763007037282,40,0.10770810071157758,1,1.6275819896838952,0,inf,1478,0.040046226024685126,31,0.16783648145296987,0,inf,1,2.275024148658619,2,1.6570807253554187,85,0.028961258492104538
147 Edgewater Park Unit D,"Bronx, NY 10465","147 Edgewater Park Unit D Bronx, NY 10465 ",40.8230851,-73.8113004,16,0.9404354226188065,0,inf,8,1.9433973093919938,0,inf,76,1.3301022516174132,36,0.36115110756052154,0,inf,0,inf,402,0.03812536579011405,8,1.9433973093919938,1,1.5952222977081236,1,1.6298180159281352,5,1.5818159895206596,17,1.6738034055723114
89 W 119th St,"Manhattan, NY 10026","89 W 119th St Manhattan, NY 10026 ",40.8039536,-73.9475234,27,0.48690967323981105,1,3.07355766909749,73,0.17510467269564728,7,0.4087121216369908,1060,0.02891849532955327,223,0.10560282637518015,6,0.7834003382877993,4,0.9596002384724417,1199,0.025320530399182722,76,0.17510467269564728,0,inf,21,0.308090014814413,20,0.9243556394475503,127,0.13907507696312854
1410 E 100th St,"Brooklyn, NY 11236","1410 E 100th St Brooklyn, NY 11236 ",40.6366029,-73.8891641,26,0.5554022774679045,1,2.948205271134292,26,0.9571828401749017,2,2.2829603318693032,41,0.22425951738413386,38,1.505391123769194,0,inf,0,inf,943,0.11920047945922174,27,0.9571828401749017,1,2.2635786458795106,0,inf,3,1.157453117481351,22,0.16291677212928682
55 Wall St Apt 700,"New York, NY 10005","55 Wall St Apt 700 New York, NY 10005 ",40.7059312,-74.0093393,17,0.3158573439466727,2,2.5032581391160744,108,0.05532244381894266,31,1.4198560431708434,2427,0.014571375697366312,164,0.0993716355306482,9,0.16730193252073755,16,1.7236571123219673,1074,0.10137467842065646,119,0.05532244381894266,1,2.779469728127822,38,0.031266150181719354,16,0.16034067979720004,166,0.08235297420808112
2998 Fulton St,"Brooklyn, NY 11208","2998 Fulton St Brooklyn, NY 11208 ",40.6799197,-73.8839962,27,0.37133086500728535,1,1.5523518981934856,63,0.09382950092218705,15,1.3759565399108291,469,0.08227468107652919,87,0.09445591863022675,0,inf,0,inf,1559,0.12839726561426748,64,0.09382950092218705,0,inf,1,2.8550145045501125,4,1.0244806569293323,69,0.02513227664475723
2994 Fulton St,"Brooklyn, NY 11208","2994 Fulton St Brooklyn, NY 11208 ",40.6798467,-73.8841577,27,0.3786627543803729,1,1.558323491593588,63,0.08448430761359253,15,1.3737291117123394,467,0.09206296812218462,87,0.09694537804275484,0,inf,0,inf,1557,0.12973647030136684,64,0.08448430761359253,0,inf,1,2.853184088220492,4,1.0186739340567739,70,0.03499568890609703
140 Dawson Cir,"Staten Island, NY 10314","140 Dawson Cir Staten Island, NY 10314 ",40.6045567,-74.1674571,4,0.3949220039889531,0,inf,0,inf,1,2.4780553267339256,88,0.2754876413054764,11,0.5996047825875938,0,inf,0,inf,293,0.13867300087008197,0,inf,0,inf,2,1.8499895359570846,0,inf,12,0.7426667295210218
2251 Knapp St Apt 6L,"Brooklyn, NY 11229","2251 Knapp St Apt 6L Brooklyn, NY 11229 ",40.5983936,-73.9334942,8,1.248656010678362,0,inf,29,1.1601081241762594,1,1.4832166729377063,174,0.11296726779971163,56,0.37446198168250644,1,1.6185493394024972,0,inf,919,0.09990341304426097,29,1.1601081241762594,1,1.7069895190332813,1,2.0493200807617424,2,1.4717192337923788,33,0.5197943376573921
104-30 Jamaica Ave,"Richmond Hill, NY 11418","104-30 Jamaica Ave Richmond Hill, NY 11418 ",40.6950229,-73.8423205,15,0.602533243833739,1,1.7941729169454614,40,0.10329083269424086,6,0.8744186914366561,420,0.27933441329718994,43,0.43947647533481077,1,1.4864506179617212,0,inf,1415,0.03780487107933064,46,0.10329083269424086,0,inf,0,inf,5,1.8337167842922397,78,0.5763115528106241
