Address line 1,Address line 2,Full Address,Latitude,Longitude
87-44 Marengo St Unit 1ST,"Hollis, NY 11423","87-44 Marengo St Unit 1ST Hollis, NY 11423 ",40.7202464,-73.7659113
34 Rockaway Ave,"Brooklyn, NY 11233","34 Rockaway Ave Brooklyn, NY 11233 ",40.6825961,-73.9118324
111 Vanderbilt Ave Unit A,"Brooklyn, NY 11205","111 Vanderbilt Ave Unit A Brooklyn, NY 11205 ",40.6945467,-73.9699436
33 W 56th St Ph B,"New York, NY 10019","33 W 56th St Ph B New York, NY 10019 ",40.7632768,-73.9761699
7311 Avenue W,"Brooklyn, NY 11234","7311 Avenue W Brooklyn, NY 11234 ",40.617946,-73.9021656
425 E 58th St Apt 36H,"New York, NY 10022","425 E 58th St Apt 36H New York, NY 10022 ",40.7588763,-73.9617991
10 W 66th St Apt 12B,"New York, NY 10023","10 W 66th St Apt 12B New York, NY 10023 ",40.7723916,-73.9790261
333 W 57th St Apt 207,"New York, NY 10019","333 W 57th St Apt 207 New York, NY 10019 ",40.767764,-73.984291
137 E 36th St Unit 11A,"Manhattan, NY 10016","137 E 36th St Unit 11A Manhattan, NY 10016 ",40.7478065,-73.9787101
245 10th Ave Apt 8E,"Manhattan, NY 10001","245 10th Ave Apt 8E Manhattan, NY 10001 ",40.7488055,-74.0037582
2314 National Dr,"Brooklyn, NY 11234","2314 National Dr Brooklyn, NY 11234 ",40.6045711,-73.9138762
24 Central Park S Unit 2W,"New York, NY 10019","24 Central Park S Unit 2W New York, NY 10019 ",40.7703005,-73.9804715
2132 2nd Ave Unit 2B,"New York, NY 10029","2132 2nd Ave Unit 2B New York, NY 10029 ",40.792914,-73.9404066
40 Charter Oak Rd,"Staten Island, NY 10304","40 Charter Oak Rd Staten Island, NY 10304 ",40.5886243,-74.1099044
196 Brighton 10th St,"Brooklyn, NY 11235","196 Brighton 10th St Brooklyn, NY 11235 ",40.581206,-73.9577429
55 Saturn Ln Unit 55A,"Staten Island, NY 10314","55 Saturn Ln Unit 55A Staten Island, NY 10314 ",40.5830094,-74.1580518
347 W 22nd St Apt 3,"New York, NY 10011","347 W 22nd St Apt 3 New York, NY 10011 ",40.7453257,-74.0002255
70 E 10th St Unit 1B,"Manhattan, NY 10003","70 E 10th St Unit 1B Manhattan, NY 10003 ",40.7311929,-73.9911343
161 Madison Ave Ste 7SW,"New York, NY 10016","161 Madison Ave Ste 7SW New York, NY 10016 ",40.7467518,-73.9833473
25 W 54th St Unit 7CD,"Manhattan, NY 10019","25 W 54th St Unit 7CD Manhattan, NY 10019 ",40.7619264,-73.9769948
163 Ocean Ave Unit 6G,"Brooklyn, NY 11225","163 Ocean Ave Unit 6G Brooklyn, NY 11225 ",40.6587437,-73.962158
75-24 Metropolitan Ave,"Middle Village, NY 11379","75-24 Metropolitan Ave Middle Village, NY 11379 ",40.7127922,-73.8767903
1075 Park Ave Unit 3D,"New York, NY 10128","1075 Park Ave Unit 3D New York, NY 10128 ",40.7813105,-73.9561007
435 W 19th St Unit Penthouse,"New York, NY 10011","435 W 19th St Unit Penthouse New York, NY 10011 ",40.7448299,-74.0044481
7311 Avenue W,"Brooklyn, NY 11234","7311 Avenue W Brooklyn, NY 11234 ",40.617946,-73.9021656
33 W 56th St Ph B,"New York, NY 10019","33 W 56th St Ph B New York, NY 10019 ",40.7632768,-73.9761699
425 E 58th St Apt 36H,"New York, NY 10022","425 E 58th St Apt 36H New York, NY 10022 ",40.7588763,-73.9617991
111 Vanderbilt Ave Unit A,"Brooklyn, NY 11205","111 Vanderbilt Ave Unit A Brooklyn, NY 11205 ",40.6945467,-73.9699436
24 Central Park S Unit 2W,"New York, NY 10019","24 Central Park S Unit 2W New York, NY 10019 ",40.7703005,-73.9804715
10 W 66th St Apt 12B,"New York, NY 10023","10 W 66th St Apt 12B New York, NY 10023 ",40.7723916,-73.9790261
333 W 57th St Apt 207,"New York, NY 10019","333 W 57th St Apt 207 New York, NY 10019 ",40.767764,-73.984291
137 E 36th St Unit 11A,"Manhattan, NY 10016","137 E 36th St Unit 11A Manhattan, NY 10016 ",40.7478065,-73.9787101
196-58 69 Ave Unit 1FL,"Fresh Meadows, NY 11365","196-58 69 Ave Unit 1FL Fresh Meadows, NY 11365 ",40.7368631,-73.7764874
131 E 66th St # 8 & 9C,"New York, NY 10065","131 E 66th St # 8 & 9C New York, NY 10065 ",40.7666471,-73.9646018
116-50 147th St,"Jamaica, NY 11436","116-50 147th St Jamaica, NY 11436 ",40.6806569,-73.7941967
1826 E 38th St,"Brooklyn, NY 11234","1826 E 38th St Brooklyn, NY 11234 ",40.6133241,-73.9331409
459 Klondike Ave,"Staten Island, NY 10314","459 Klondike Ave Staten Island, NY 10314 ",40.5862729,-74.151854
15 Petunia Ct,"Staten Island, NY 10307","15 Petunia Ct Staten Island, NY 10307 ",40.5076103,-74.2391493
881 39th St,"Brooklyn, NY 11232","881 39th St Brooklyn, NY 11232 ",40.646211,-73.9950889
150-15 72 Rd Unit 1A,"Flushing, NY 11367","150-15 72 Rd Unit 1A Flushing, NY 11367 ",40.7281218,-73.8171023
151-31 88th St Unit 6H,"Howard Beach, NY 11414","151-31 88th St Unit 6H Howard Beach, NY 11414 ",40.6685599,-73.84712
140 Cabrini Blvd Apt 82,"New York, NY 10033","140 Cabrini Blvd Apt 82 New York, NY 10033 ",40.8532882,-73.939814
1623 Norman St,"Ridgewood, NY 11385","1623 Norman St Ridgewood, NY 11385 ",40.6957446,-73.902921
839 E 220th St,"Bronx, NY 10467","839 E 220th St Bronx, NY 10467 ",40.8830688,-73.8579755
130-35 126th St,"South Ozone Park, NY 11420","130-35 126th St South Ozone Park, NY 11420 ",40.671761,-73.8125163
131 W 24th St Apt 2FL,"New York, NY 10011","131 W 24th St Apt 2FL New York, NY 10011 ",40.7443529,-73.9935632
50 E 79th St Apt 7B,"Manhattan, NY 10075","50 E 79th St Apt 7B Manhattan, NY 10075 ",40.7761457,-73.9620759
63-35 Carlton St,"Rego Park, NY 11374","63-35 Carlton St Rego Park, NY 11374 ",40.7247975,-73.8669226
1752 Zerega Ave,"Bronx, NY 10462","1752 Zerega Ave Bronx, NY 10462 ",40.8410153,-73.8524008
1025 Fifth Ave # 5ES,"New York, NY 10028","1025 Fifth Ave # 5ES New York, NY 10028 ",40.7797617,-73.9613535
30 E 65th St Apt 3B,"Manhattan, NY 10065","30 E 65th St Apt 3B Manhattan, NY 10065 ",40.7671742,-73.9686331
222 E 24th St Apt 5A,"New York, NY 10010","222 E 24th St Apt 5A New York, NY 10010 ",40.7388369,-73.981678
2165 Cropsey Ave,"Brooklyn, NY 11214","2165 Cropsey Ave Brooklyn, NY 11214 ",40.5978633,-73.9989974
39 White St Fl 3,"Manhattan, NY 10013","39 White St Fl 3 Manhattan, NY 10013 ",40.7184984,-74.0045845
583 Putnam Ave Unit 2,"Brooklyn, NY 11221","583 Putnam Ave Unit 2 Brooklyn, NY 11221 ",40.685618,-73.9379659
200 W 79th St Unit 8AB,"New York, NY 10024","200 W 79th St Unit 8AB New York, NY 10024 ",40.7831103,-73.9788656
208 W 119th St Apt 2G,"Manhattan, NY 10026","208 W 119th St Apt 2G Manhattan, NY 10026 ",40.8055008,-73.9521589
2320 Bergen Ave,"Brooklyn, NY 11234","2320 Bergen Ave Brooklyn, NY 11234 ",40.6183654,-73.8999228
350 W 50th St Apt 12B,"Manhattan, NY 10019","350 W 50th St Apt 12B Manhattan, NY 10019 ",40.7628033,-73.9885227
70 LA Salle St Apt 4H,"New York, NY 10027","70 LA Salle St Apt 4H New York, NY 10027 ",40.8126012,-73.9573475
2544 Fish Ave,"Bronx, NY 10469","2544 Fish Ave Bronx, NY 10469 ",40.8642232,-73.8469344
231 W 21st St Apt 2D,"New York, NY 10011","231 W 21st St Apt 2D New York, NY 10011 ",40.7435649,-73.9979843
3725 Henry Hudson West Parkway Pkwy W Unit 10A,"Bronx, NY 10463","3725 Henry Hudson West Parkway Pkwy W Unit 10A Bronx, NY 10463 ",40.8889197,-73.9106761
141 E 3rd St Apt 6B,"New York, NY 10009","141 E 3rd St Apt 6B New York, NY 10009 ",40.7239313,-73.9855781
50 Bridge Park Dr Apt 20E,"Brooklyn, NY 11201","50 Bridge Park Dr Apt 20E Brooklyn, NY 11201 ",40.692835,-74.000682
350 W 12th St Apt 5A,"Manhattan, NY 10014","350 W 12th St Apt 5A Manhattan, NY 10014 ",40.7374128,-74.0074431
4204 Layton St Apt 411,"Elmhurst, NY 11373","4204 Layton St Apt 411 Elmhurst, NY 11373 ",40.7445899,-73.88466
285 E 35th St Apt 4B,"Brooklyn, NY 11203","285 E 35th St Apt 4B Brooklyn, NY 11203 ",40.6482897,-73.9442843
461 Underhill Ave,"Bronx, NY 10473","461 Underhill Ave Bronx, NY 10473 ",40.814953,-73.8587702
910 Park Pl Unit 1A1B,"Brooklyn, NY 11216","910 Park Pl Unit 1A1B Brooklyn, NY 11216 ",40.6731057,-73.9475951
940 Park Ave # A,"New York, NY 10028","940 Park Ave # A New York, NY 10028 ",40.7772483,-73.9598153
128 Central Park S Unit 13A,"Manhattan, NY 10019","128 Central Park S Unit 13A Manhattan, NY 10019 ",40.7659499,-73.977609
114 Waverly Pl,"New York, NY 10011","114 Waverly Pl New York, NY 10011 ",40.7324033,-73.9993715
3216 53rd Pl,"Woodside, NY 11377","3216 53rd Pl Woodside, NY 11377 ",40.754812,-73.908146
25-74 34th St Unit 4C,"Astoria, NY 11103","25-74 34th St Unit 4C Astoria, NY 11103 ",40.7679649,-73.917536
785 Park Ave Unit 16E,"New York, NY 10021","785 Park Ave Unit 16E New York, NY 10021 ",40.7718573,-73.9629654
1 W 67th St # 616 & 6E,"New York, NY 10023","1 W 67th St # 616 & 6E New York, NY 10023 ",40.7734797,-73.9788937
65 Eckford St Unit 3D,"Brooklyn, NY 11222","65 Eckford St Unit 3D Brooklyn, NY 11222 ",40.7222237,-73.9482011
14 Ridge Ct,"Staten Island, NY 10301","14 Ridge Ct Staten Island, NY 10301 ",40.6171252,-74.0981454
591 Washington Ave Apt 5,"Brooklyn, NY 11238","591 Washington Ave Apt 5 Brooklyn, NY 11238 ",40.6798988,-73.9639595
236 Richardson St,"Brooklyn, NY 11222","236 Richardson St Brooklyn, NY 11222 ",40.7189895,-73.9416425
67-50 Thornton Pl Unit 4D,"Forest Hills, NY 11375","67-50 Thornton Pl Unit 4D Forest Hills, NY 11375 ",40.7209499,-73.85706
1165 5th Ave Unit 4A,"Manhattan, NY 10029","1165 5th Ave Unit 4A Manhattan, NY 10029 ",40.7888928,-73.9548362
108 E 66th St Apt 3A,"New York, NY 10065","108 E 66th St Apt 3A New York, NY 10065 ",40.7668297,-73.9658683
1720 George St,"Ridgewood, NY 11385","1720 George St Ridgewood, NY 11385 ",40.6984581,-73.9020354
701 Van Siclen Ave,"Brooklyn, NY 11207","701 Van Siclen Ave Brooklyn, NY 11207 ",40.662604,-73.8868943
1436 78th St,"Brooklyn, NY 11228","1436 78th St Brooklyn, NY 11228 ",40.6165266,-74.0062459
237 Davis Ave,"Bronx, NY 10465","237 Davis Ave Bronx, NY 10465 ",40.814289,-73.8252386
133 Quentin Rd,"Brooklyn, NY 11223","133 Quentin Rd Brooklyn, NY 11223 ",40.605907,-73.981679
64 E 80th St Apt 4F,"Manhattan, NY 10075","64 E 80th St Apt 4F Manhattan, NY 10075 ",40.7766753,-73.9612208
133 Mulberry St Apt 5A,"Manhattan, NY 10013","133 Mulberry St Apt 5A Manhattan, NY 10013 ",40.7186451,-73.9979249
43 W 61st St Apt 14D,"New York, NY 10023","43 W 61st St Apt 14D New York, NY 10023 ",40.7705017,-73.9833487
370 Crescent St,"Brooklyn, NY 11208","370 Crescent St Brooklyn, NY 11208 ",40.6798267,-73.8712829
415 E 85th St Apt 1A,"New York, NY 10028","415 E 85th St Apt 1A New York, NY 10028 ",40.7761884,-73.9494718
180 Dinsmore St Apt G,"Staten Island, NY 10314","180 Dinsmore St Apt G Staten Island, NY 10314 ",40.603245,-74.1713802
1903 Lacombe Ave,"Bronx, NY 10473","1903 Lacombe Ave Bronx, NY 10473 ",40.8157652,-73.8575849
629 48th St,"Brooklyn, NY 11220","629 48th St Brooklyn, NY 11220 ",40.6445537,-74.0059992
139 Saint Marks Ave,"Brooklyn, NY 11238","139 Saint Marks Ave Brooklyn, NY 11238 ",40.6793368,-73.9714301
382 Adelaide Ave,"Staten Island, NY 10306","382 Adelaide Ave Staten Island, NY 10306 ",40.5575435,-74.1181475
2282 E 74th St,"Brooklyn, NY 11234","2282 E 74th St Brooklyn, NY 11234 ",40.6180401,-73.902064
1275 E 51st St Apt 1M,"Brooklyn, NY 11234","1275 E 51st St Apt 1M Brooklyn, NY 11234 ",40.6299927,-73.9268563
2 E 70th St Unit 91011B,"New York, NY 10021","2 E 70th St Unit 91011B New York, NY 10021 ",40.7709183,-73.9676825
70 W 139th St Apt 8I,"Manhattan, NY 10037","70 W 139th St Apt 8I Manhattan, NY 10037 ",40.816135,-73.938366
1295 Madison Ave Unit 3,"Manhattan, NY 10128","1295 Madison Ave Unit 3 Manhattan, NY 10128 ",40.7848783,-73.9556912
12-27 Diane Pl Unit 196M,"Bayside, NY 11360","12-27 Diane Pl Unit 196M Bayside, NY 11360 ",40.7878957,-73.784769
2483 W 16th St Apt 3C,"Brooklyn, NY 11214","2483 W 16th St Apt 3C Brooklyn, NY 11214 ",40.5869059,-73.9851745
45-30 Pearson St Unit 7G,"Queens, NY 11101","45-30 Pearson St Unit 7G Queens, NY 11101 ",40.7451722,-73.9447665
465 W 46th St Apt 4W,"New York, NY 10036","465 W 46th St Apt 4W New York, NY 10036 ",40.7621493,-73.9930874
30-11 Parsons Blvd Unit 5A,"Flushing, NY 11354","30-11 Parsons Blvd Unit 5A Flushing, NY 11354 ",40.7704099,-73.82464
1114 Banner Ave,"Brooklyn, NY 11235","1114 Banner Ave Brooklyn, NY 11235 ",40.5835079,-73.9585384
98 Front St Apt 9J,"Brooklyn, NY 11201","98 Front St Apt 9J Brooklyn, NY 11201 ",40.70198,-73.988899
618 Avenue H Apt 2B,"Brooklyn, NY 11230","618 Avenue H Apt 2B Brooklyn, NY 11230 ",40.6288601,-73.9704912
169 E 69th St Apt 11C,"New York, NY 10021","169 E 69th St Apt 11C New York, NY 10021 ",40.7682399,-73.9626494
750 Park Ave Apt 16D,"Manhattan, NY 10021","750 Park Ave Apt 16D Manhattan, NY 10021 ",40.7710228,-73.9642157
150 E 61st St Apt 5K,"New York, NY 10065","150 E 61st St Apt 5K New York, NY 10065 ",40.7631119,-73.9668867
323 E 8th St Apt 2A,"Manhattan, NY 10009","323 E 8th St Apt 2A Manhattan, NY 10009 ",40.7252905,-73.9794349
2866 Dewey Ave,"Bronx, NY 10465","2866 Dewey Ave Bronx, NY 10465 ",40.8215975,-73.8203242
72 Alan Loop,"Staten Island, NY 10304","72 Alan Loop Staten Island, NY 10304 ",40.6040957,-74.0885281
300 E 4th St Apt 2A,"Manhattan, NY 10009","300 E 4th St Apt 2A Manhattan, NY 10009 ",40.7221102,-73.9801258
244 E 30th St Apt 4B,"Manhattan, NY 10016","244 E 30th St Apt 4B Manhattan, NY 10016 ",40.742662,-73.9789965
1201 Van Nest Ave,"Bronx, NY 10461","1201 Van Nest Ave Bronx, NY 10461 ",40.8501819,-73.847748
46 70th St,"Brooklyn, NY 11209","46 70th St Brooklyn, NY 11209 ",40.6374588,-74.0344644
100 Barclay St Apt 13K,"Manhattan, NY 10007","100 Barclay St Apt 13K Manhattan, NY 10007 ",40.7139639,-74.0127212
335 E 51st St Apt 9D,"New York, NY 10022","335 E 51st St Apt 9D New York, NY 10022 ",40.7551174,-73.9665517
1 Central Park S Unit 508,"Manhattan, NY 10019","1 Central Park S Unit 508 Manhattan, NY 10019 ",40.7691094,-73.98162
429 Kent Ave Unit 305,"Brooklyn, NY 11249","429 Kent Ave Unit 305 Brooklyn, NY 11249 ",40.7095127,-73.9677693
543 49th St,"Brooklyn, NY 11220","543 49th St Brooklyn, NY 11220 ",40.6451361,-74.0084491
795 Fifth Ave # 2315,"New York, NY 10065","795 Fifth Ave # 2315 New York, NY 10065 ",40.7652072,-73.9719932
1513 W 7th St Unit 1B,"Brooklyn, NY 11223","1513 W 7th St Unit 1B Brooklyn, NY 11223 ",40.6101289,-73.9809999
506 Van Nest,"Bronx, NY 10460","506 Van Nest Bronx, NY 10460 ",40.8415796,-73.8706949
9129 79th St,"Queens, NY 11421","9129 79th St Queens, NY 11421 ",40.6857092,-73.8614221
230 W 105th St Apt 5AA,"New York, NY 10025","230 W 105th St Apt 5AA New York, NY 10025 ",40.8001227,-73.9674312
123 E 102nd St Apt 4D,"New York, NY 10029","123 E 102nd St Apt 4D New York, NY 10029 ",40.7902087,-73.9490045
1100 Grand Concourse Apt 2F,"Bronx, NY 10456","1100 Grand Concourse Apt 2F Bronx, NY 10456 ",40.8318692,-73.9197034
588 Van Nest Ave,"Bronx, NY 10460","588 Van Nest Ave Bronx, NY 10460 ",40.8422114,-73.8680983
136 Beach 117th St Unit 6H,"Rockaway Park, NY 11694","136 Beach 117th St Unit 6H Rockaway Park, NY 11694 ",40.5780382,-73.8366684
252 7th Ave Apt 10X,"Manhattan, NY 10001","252 7th Ave Apt 10X Manhattan, NY 10001 ",40.7453306,-73.995468
15 William St Apt 12D,"New York, NY 10005","15 William St Apt 12D New York, NY 10005 ",40.7052538,-74.0103402
81 Tehama St,"Brooklyn, NY 11218","81 Tehama St Brooklyn, NY 11218 ",40.6439655,-73.9830779
864 Euclid Ave,"Brooklyn, NY 11208","864 Euclid Ave Brooklyn, NY 11208 ",40.6655874,-73.8697271
125-10 Queens Blvd Unit 2604,"Kew Gardens, NY 11415","125-10 Queens Blvd Unit 2604 Kew Gardens, NY 11415 ",40.7124099,-73.8264399
9809 Avenue K,"Brooklyn, NY 11236","9809 Avenue K Brooklyn, NY 11236 ",40.6413175,-73.8960353
151 E 58th St Apt 48B,"New York, NY 10022","151 E 58th St Apt 48B New York, NY 10022 ",40.7616017,-73.9676667
16 W 40th St Apt 19C,"New York, NY 10018","16 W 40th St Apt 19C New York, NY 10018 ",40.752423,-73.9830659
Flagg Pl,"Staten Island, NY 10304","Flagg Pl Staten Island, NY 10304 ",40.5864525,-74.1059472
107-18 91 St,"Ozone Park, NY 11417","107-18 91 St Ozone Park, NY 11417 ",40.6778136,-73.8469489
145-80 224th St,"Springfield Gardens, NY 11413","145-80 224th St Springfield Gardens, NY 11413 ",40.6611851,-73.7564467
962 Hemlock St,"Brooklyn, NY 11208","962 Hemlock St Brooklyn, NY 11208 ",40.6649323,-73.8667243
456 W 167th St Apt 1C,"Manhattan, NY 10032","456 W 167th St Apt 1C Manhattan, NY 10032 ",40.8386709,-73.9369881
141-40 72nd Ave,"Flushing, NY 11367","141-40 72nd Ave Flushing, NY 11367 ",40.7262754,-73.822497
20 Pine St Apt 3001,"New York, NY 10005","20 Pine St Apt 3001 New York, NY 10005 ",40.707729,-74.0097327
325 E 201st St Apt 6E,"Bronx, NY 10458","325 E 201st St Apt 6E Bronx, NY 10458 ",40.8705015,-73.8829974
440 Kent Ave Apt 22C,"Brooklyn, NY 11249","440 Kent Ave Apt 22C Brooklyn, NY 11249 ",40.7092351,-73.9693003
66 Forest St,"Staten Island, NY 10314","66 Forest St Staten Island, NY 10314 ",40.6054639,-74.1648009
114-20 Queens Blvd Unit D6,"Forest Hills, NY 11375","114-20 Queens Blvd Unit D6 Forest Hills, NY 11375 ",40.7171699,-73.83495
145-80 224th St,"Springfield Gardens, NY 11413","145-80 224th St Springfield Gardens, NY 11413 ",40.6611851,-73.7564467
36 Hamilton Ave Apt 3J,"Staten Island, NY 10301","36 Hamilton Ave Apt 3J Staten Island, NY 10301 ",40.6449461,-74.0789077
230 W 105th St Apt 5AA,"New York, NY 10025","230 W 105th St Apt 5AA New York, NY 10025 ",40.8001227,-73.9674312
3400 Snyder Ave Apt 6E,"Brooklyn, NY 11203","3400 Snyder Ave Apt 6E Brooklyn, NY 11203 ",40.6490298,-73.9453778
141-40 72nd Ave,"Flushing, NY 11367","141-40 72nd Ave Flushing, NY 11367 ",40.7262754,-73.822497
962 Hemlock St,"Brooklyn, NY 11208","962 Hemlock St Brooklyn, NY 11208 ",40.6649323,-73.8667243
1250 Ocean Pkwy Apt 4D,"Brooklyn, NY 11230","1250 Ocean Pkwy Apt 4D Brooklyn, NY 11230 ",40.6181546,-73.9695027
166 E 61st St Apt 15J,"Manhattan, NY 10065","166 E 61st St Apt 15J Manhattan, NY 10065 ",40.7631301,-73.9667965
61 E 77th St Apt 6E,"New York, NY 10075","61 E 77th St Apt 6E New York, NY 10075 ",40.7747177,-73.9627788
2 Horatio St Units 12G & 14G,"Manhattan, NY 10014","2 Horatio St Units 12G & 14G Manhattan, NY 10014 ",40.7385472,-74.0026706
35 Hudson Yards # 7801,"New York, NY 10001","35 Hudson Yards # 7801 New York, NY 10001 ",40.7546241,-74.0023133
430 E 58th St Ph 77,"New York, NY 10022","430 E 58th St Ph 77 New York, NY 10022 ",40.7582785,-73.9612457
481B Father Capodanno Blvd,"Staten Island, NY 10305","481B Father Capodanno Blvd Staten Island, NY 10305 ",40.5862301,-74.0709999
102 Queens Blvd Unit 301,"Queens, NY 11375","102 Queens Blvd Unit 301 Queens, NY 11375 ",40.7252315,-73.8511356
90-59 56th Ave Unit 8,"Elmhurst, NY 11373","90-59 56th Ave Unit 8 Elmhurst, NY 11373 ",40.7366788,-73.870654
3834 Parsons Blvd Unit 6C,"Flushing, NY 11354","3834 Parsons Blvd Unit 6C Flushing, NY 11354 ",40.7617215,-73.8224171
1053 Evergreen Ave,"Bronx, NY 10472","1053 Evergreen Ave Bronx, NY 10472 ",40.8247193,-73.8804402
15 Wales Pl,"Staten Island, NY 10310","15 Wales Pl Staten Island, NY 10310 ",40.6421228,-74.1068681
2247 E 66th St,"Brooklyn, NY 11234","2247 E 66th St Brooklyn, NY 11234 ",40.614901,-73.9078897
12 Steuben St,"Staten Island, NY 10304","12 Steuben St Staten Island, NY 10304 ",40.6114287,-74.0878531
11 E 29th St Apt 28B,"Manhattan, NY 10016","11 E 29th St Apt 28B Manhattan, NY 10016 ",40.7451332,-73.985518
22 Beacon Pl,"Staten Island, NY 10306","22 Beacon Pl Staten Island, NY 10306 ",40.5649693,-74.1026266
325 W 45th St Apt 320,"New York, NY 10036","325 W 45th St Apt 320 New York, NY 10036 ",40.759932,-73.989631
880 Boynton Ave Apt 14D,"Bronx, NY 10473","880 Boynton Ave Apt 14D Bronx, NY 10473 ",40.8213404,-73.8759283
102-10 66th Rd Unit 24K,"Queens, NY 11375","102-10 66th Rd Unit 24K Queens, NY 11375 ",40.7282586,-73.8513251
55 Walker St Apt 5A,"New York, NY 10013","55 Walker St Apt 5A New York, NY 10013 ",40.7188226,-74.0033705
2 Horatio St Units 12G & 14G,"Manhattan, NY 10014","2 Horatio St Units 12G & 14G Manhattan, NY 10014 ",40.7385472,-74.0026706
35 Hudson Yards # 7801,"New York, NY 10001","35 Hudson Yards # 7801 New York, NY 10001 ",40.7546241,-74.0023133
90-59 56th Ave Unit 8,"Elmhurst, NY 11373","90-59 56th Ave Unit 8 Elmhurst, NY 11373 ",40.7366788,-73.870654
4 E 95th St Unit 7A,"Manhattan, NY 10128","4 E 95th St Unit 7A Manhattan, NY 10128 ",40.786914,-73.9558255
15 Wales Pl,"Staten Island, NY 10310","15 Wales Pl Staten Island, NY 10310 ",40.6421228,-74.1068681
22 Beacon Pl,"Staten Island, NY 10306","22 Beacon Pl Staten Island, NY 10306 ",40.5649693,-74.1026266
2409 E 70th St,"Brooklyn, NY 11234","2409 E 70th St Brooklyn, NY 11234 ",40.6143847,-73.9022743
12-99 Brunswick Ave,"Far Rockaway, NY 11691","12-99 Brunswick Ave Far Rockaway, NY 11691 ",40.6082186,-73.7502281
25 Indian Rd Apt 2A,"New York, NY 10034","25 Indian Rd Apt 2A New York, NY 10034 ",40.8725263,-73.9188393
135 E 87th St,"Brooklyn, NY 11236","135 E 87th St Brooklyn, NY 11236 ",40.6491974,-73.9193896
84-50 169th St Unit 410,"Queens, NY 11432","84-50 169th St Unit 410 Queens, NY 11432 ",40.714825,-73.795696
346 E 119th St Apt 3B,"Manhattan, NY 10035","346 E 119th St Apt 3B Manhattan, NY 10035 ",40.7980274,-73.9348043
711 Montauk Ct Apt 1F,"Brooklyn, NY 11235","711 Montauk Ct Apt 1F Brooklyn, NY 11235 ",40.5858035,-73.9616284
134-43 Maple Ave Unit 2A,"Flushing, NY 11355","134-43 Maple Ave Unit 2A Flushing, NY 11355 ",40.755379,-73.8293783
200 E 75th St Ph 4,"Manhattan, NY 10021","200 E 75th St Ph 4 Manhattan, NY 10021 ",40.7713906,-73.9589358
109 E 79th St Unit Ph,"Manhattan, NY 10075","109 E 79th St Unit Ph Manhattan, NY 10075 ",40.7755353,-73.9598255
398 Oliver St Unit 6G,"Bronx, NY 10458","398 Oliver St Unit 6G Bronx, NY 10458 ",40.7127319,-73.997995
2 River Ter Apt 3F,"New York, NY 10282","2 River Ter Apt 3F New York, NY 10282 ",40.7153256,-74.0159772
830 53rd St,"Brooklyn, NY 11220","830 53rd St Brooklyn, NY 11220 ",40.6388425,-74.0047941
695 First Ave # 42A,"New York, NY 10016","695 First Ave # 42A New York, NY 10016 ",40.7475161,-73.9712955
144 Van Name Ave,"Staten Island, NY 10303","144 Van Name Ave Staten Island, NY 10303 ",40.6329818,-74.1534676
116 Grosvenor Ln Unit 2C,"Queens, NY 11418","116 Grosvenor Ln Unit 2C Queens, NY 11418 ",40.7067937,-73.8358552
757 E 169th St Apt 2A,"Bronx, NY 10456","757 E 169th St Apt 2A Bronx, NY 10456 ",40.8310613,-73.8998364
413 88th St,"Brooklyn, NY 11209","413 88th St Brooklyn, NY 11209 ",40.6211585,-74.0283703
444 E 84th St # E,"Manhattan, NY 10028","444 E 84th St # E Manhattan, NY 10028 ",40.774794,-73.9490465
345 Webster Ave Apt 1U,"Brooklyn, NY 11230","345 Webster Ave Apt 1U Brooklyn, NY 11230 ",40.634038,-73.9689406
33-71 Prince St Unit 14B,"Flushing, NY 11354","33-71 Prince St Unit 14B Flushing, NY 11354 ",40.765949,-73.833088
218 W 103rd St Apt 12C,"New York, NY 10025","218 W 103rd St Apt 12C New York, NY 10025 ",40.7986616,-73.9679115
415 W 55th St Apt 1A,"Manhattan, NY 10019","415 W 55th St Apt 1A Manhattan, NY 10019 ",40.7669177,-73.9869852
278 Nassau Ave Unit 3B,"Brooklyn, NY 11222","278 Nassau Ave Unit 3B Brooklyn, NY 11222 ",40.7259129,-73.9396284
148-36 89 Ave Unit 4D,"Jamaica, NY 11435","148-36 89 Ave Unit 4D Jamaica, NY 11435 ",40.704241,-73.806138
41-05 College Point Blvd Unit 3,"Flushing, NY 11355","41-05 College Point Blvd Unit 3 Flushing, NY 11355 ",40.7562373,-73.8333142
285 E 35th St Apt 2D,"Brooklyn, NY 11203","285 E 35th St Apt 2D Brooklyn, NY 11203 ",40.6482897,-73.9442843
12047 Sunrise Ct Unit B,"College Point, NY 11356","12047 Sunrise Ct Unit B College Point, NY 11356 ",40.7952284,-73.8483228
78 Bowdoin St,"Staten Island, NY 10314","78 Bowdoin St Staten Island, NY 10314 ",40.587345,-74.1577959
4050 Nostrand Ave Apt 1F,"Brooklyn, NY 11235","4050 Nostrand Ave Apt 1F Brooklyn, NY 11235 ",40.5848369,-73.9392907
244 E 30th St Apt 4B,"Manhattan, NY 10016","244 E 30th St Apt 4B Manhattan, NY 10016 ",40.742662,-73.9789965
1201 Van Nest Ave,"Bronx, NY 10461","1201 Van Nest Ave Bronx, NY 10461 ",40.8501819,-73.847748
